"Filer_ID","Filer_NamL","Report_Num","Committee_Type","Rpt_Date","From_Date","Thru_Date","Elect_Date","tblCover_Office_Cd","tblCover_Offic_Dscr","Rec_Type","Form_Type","Tran_ID","Entity_Cd","Payee_NamL","Payee_NamF","Payee_NamT","Payee_NamS","Payee_Adr1","Payee_Adr2","Payee_City","Payee_State","Payee_Zip4","Expn_Date","Amount","Cum_YTD","Expn_ChkNo","Expn_Code","Expn_Dscr","Agent_NamL","Agent_NamF","Agent_NamT","Agent_NamS","Cmte_ID","Tres_NamL","Tres_NamF","Tres_NamT","Tres_NamS","Tres_Adr1","Tres_Adr2","Tres_City","Tres_ST","Tres_ZIP4","Cand_NamL","Cand_NamF","Cand_NamT","Cand_NamS","Office_Cd","Offic_Dscr","Juris_Cd","Juris_Dscr","Dist_No","Off_S_H_Cd","Bal_Name","Bal_Num","Bal_Juris","Sup_Opp_Cd","Memo_Code","Memo_RefNo","BakRef_TID","G_From_E_F","XRef_SchNm","XRef_Match","filename"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP16090","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-08-03,133.57,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP16091","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-08-27,687.57,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP16095","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-09-28,119.1,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP16504","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-11-05,170.2,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP16710","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-12-10,238.9,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2008-01-28,2007-07-01,2007-12-31,NA,NA,NA,"EXPN","E","EXP17324","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2007-12-26,502.4,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2007.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20038","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,16,0,NA,"IND","Mailer/Fran Pavley/SD23/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20040","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,40,0,NA,"IND","Mailer/Measure T/City of Santa Monica/Oppose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20039","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,40,0,NA,"IND","Mailer/Measure SM/City of Santa Monica/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20035","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,176,0,NA,"IND","Mailer/Herb Katz/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20036","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,176,0,NA,"IND","Mailer/Ken Genser/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20037","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,176,0,NA,"IND","Mailer/Bobby Shriver/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20034","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,176,0,NA,"IND","Mailer/Richard Bloom/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20018","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,400,0,NA,"IND","Postcard/Measure T/City of Santa Monica/Oppose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20017","OTH","Blair Revelle Communications, Inc.",NA,NA,NA,NA,NA,"Huntington Beach","CA","92648",2008-10-24,400,0,NA,"IND","Postcard/Measure SM/City of Santa Monica/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19602","COM","Bloom","Re-Elect Richard",NA,NA,NA,NA,"Santa Monica","CA","90405",2008-10-30,140,0,NA,"CTB",NA,NA,NA,NA,NA,"1269348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19604","COM","Genser","Friends of Ken",NA,NA,NA,NA,"Santa Monica","CA","90402",2008-10-30,250,0,NA,"CTB",NA,NA,NA,NA,NA,"882036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19603","COM","Katz","Committee to Re-Elect Herb",NA,NA,NA,NA,"Santa Monica","CA","90405",2008-10-30,250,0,NA,"CTB",NA,NA,NA,NA,NA,"1266633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP18992","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2008-07-22,449.54,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19196","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2008-09-08,748.7,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19397","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2008-09-19,328.87,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP19605","OTH","Olson, Hagel & Fishburn, LLP",NA,NA,NA,NA,NA,"Sacramento","CA","95814",2008-11-24,2413.74,0,NA,"PRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20023","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,99.92,0,NA,"IND","Newspaper Ad/Fran Pavley/SD23/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20025","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,249.89,0,NA,"IND","Newspaper Ad/Measure T/City of Santa Monica/Oppose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20024","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,249.89,0,NA,"IND","Newspaper Ad/Measure SM/City of Santa Monica/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20020","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,1099.45,0,NA,"IND","Newspaper Ad/Herb Katz/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20021","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,1099.45,0,NA,"IND","Newspaper Ad/Ken Genser/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20022","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,1099.45,0,NA,"IND","Newspaper Ad/Bobby Shriver/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20019","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-24,1099.45,0,NA,"IND","Newspaper Ad/Richard Bloom/Santa Monica City Council/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
"1225795","Santa Monica Police Officers Association for a Better Community","000","RCP",2009-01-29,2008-07-01,2008-12-31,NA,NA,NA,"EXPN","E","EXP20030","OTH","Santa Monica Daily Press, Inc.",NA,NA,NA,NA,NA,"Santa Monica","CA","90401",2008-10-28,60,0,NA,"IND","Newspaper Ad/Fran Pavley/SD23/Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"efile_CSM_2008.xlsx"
