"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GGREV","TOT","THND_USD_CAP","A","2007",13741.46,
"AUS","GGREV","TOT","THND_USD_CAP","A","2008",13055.67,
"AUS","GGREV","TOT","THND_USD_CAP","A","2009",13442.66,
"AUS","GGREV","TOT","THND_USD_CAP","A","2010",13707.03,
"AUS","GGREV","TOT","THND_USD_CAP","A","2011",14222.12,
"AUS","GGREV","TOT","THND_USD_CAP","A","2012",14426.16,
"AUS","GGREV","TOT","THND_USD_CAP","A","2013",15884.74,
"AUS","GGREV","TOT","THND_USD_CAP","A","2014",16153.57,
"AUS","GGREV","TOT","THND_USD_CAP","A","2015",16313.5,
"AUS","GGREV","TOT","THND_USD_CAP","A","2016",17244.35,
"AUS","GGREV","TOT","THND_USD_CAP","A","2017",18358.89,
"AUS","GGREV","TOT","PC_GDP","A","1970",22.7439599146698,
"AUS","GGREV","TOT","PC_GDP","A","1971",23.4623684920421,
"AUS","GGREV","TOT","PC_GDP","A","1972",23.7456782182198,
"AUS","GGREV","TOT","PC_GDP","A","1973",24.5769179718609,
"AUS","GGREV","TOT","PC_GDP","A","1974",26.3325791537262,
"AUS","GGREV","TOT","PC_GDP","A","1975",27.3578105101281,
"AUS","GGREV","TOT","PC_GDP","A","1976",27.6182942315299,
"AUS","GGREV","TOT","PC_GDP","A","1977",27.5657643919177,
"AUS","GGREV","TOT","PC_GDP","A","1978",27.1075244335382,
"AUS","GGREV","TOT","PC_GDP","A","1979",28.12369814914,
"AUS","GGREV","TOT","PC_GDP","A","1980",28.5803487508462,
"AUS","GGREV","TOT","PC_GDP","A","1981",28.4041795974148,
"AUS","GGREV","TOT","PC_GDP","A","1982",29.1080953916588,
"AUS","GGREV","TOT","PC_GDP","A","1983",29.2073222169108,
"AUS","GGREV","TOT","PC_GDP","A","1984",30.8103484230103,
"AUS","GGREV","TOT","PC_GDP","A","1985",31.5325735277165,
"AUS","GGREV","TOT","PC_GDP","A","1986",32.8768034272994,
"AUS","GGREV","TOT","PC_GDP","A","1987",32.1903597495461,
"AUS","GGREV","TOT","PC_GDP","A","1988",31.4976355414311,
"AUS","GGREV","TOT","PC_GDP","A","1989",30.1818487960936,
"AUS","GGREV","TOT","PC_GDP","A","1990",30.6058536985521,
"AUS","GGREV","TOT","PC_GDP","A","1991",29.8435491545405,
"AUS","GGREV","TOT","PC_GDP","A","1992",29.3378410990047,
"AUS","GGREV","TOT","PC_GDP","A","1993",30.8906222826262,
"AUS","GGREV","TOT","PC_GDP","A","1994",30.7640825206696,
"AUS","GGREV","TOT","PC_GDP","A","1995",31.5891425116424,
"AUS","GGREV","TOT","PC_GDP","A","1996",32.5056591949086,
"AUS","GGREV","TOT","PC_GDP","A","1997",32.4023077825597,
"AUS","GGREV","TOT","PC_GDP","A","1998",36.679400329925,
"AUS","GGREV","TOT","PC_GDP","A","1999",37.4198944580653,
"AUS","GGREV","TOT","PC_GDP","A","2000",35.355555366448,
"AUS","GGREV","TOT","PC_GDP","A","2001",35.3613442704238,
"AUS","GGREV","TOT","PC_GDP","A","2002",35.8662105473432,
"AUS","GGREV","TOT","PC_GDP","A","2003",36.0908158631607,
