"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GGEXP","TOT","THND_USD_CAP","A","2007",13461.8,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2008",14526.7,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2009",15720.43,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2010",15590.78,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2011",16236.7,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2012",15670.86,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2013",17223.04,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2014",17247.56,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2015",17446.17,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2016",18156.11,
"AUS","GGEXP","TOT","THND_USD_CAP","A","2017",18789.18,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2007",19399.2,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2008",20605.94,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2009",22164.47,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2010",22202.1,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2011",22633.45,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2012",23802.6,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2013",24758.19,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2014",25593.4,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2015",25548.72,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2016",25959.84,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2017",26502.47,
"AUT","GGEXP","TOT","THND_USD_CAP","A","2018",27286.44,
"AUT","GGEXP","TOT","PC_GDP","A","1995",55.8060741611047,
"AUT","GGEXP","TOT","PC_GDP","A","1996",55.6243949300562,
"AUT","GGEXP","TOT","PC_GDP","A","1997",52.27210394706,
"AUT","GGEXP","TOT","PC_GDP","A","1998",52.2242426288898,
"AUT","GGEXP","TOT","PC_GDP","A","1999",52.0615197660953,
"AUT","GGEXP","TOT","PC_GDP","A","2000",51.0329883250733,
"AUT","GGEXP","TOT","PC_GDP","A","2001",51.3557052104913,
"AUT","GGEXP","TOT","PC_GDP","A","2002",51.0543046642687,
"AUT","GGEXP","TOT","PC_GDP","A","2003",51.2709905691504,
"AUT","GGEXP","TOT","PC_GDP","A","2004",53.7051142847075,
"AUT","GGEXP","TOT","PC_GDP","A","2005",51.1555228390606,
"AUT","GGEXP","TOT","PC_GDP","A","2006",50.3799335721589,
"AUT","GGEXP","TOT","PC_GDP","A","2007",49.2441121401072,
"AUT","GGEXP","TOT","PC_GDP","A","2008",49.8739846837189,
"AUT","GGEXP","TOT","PC_GDP","A","2009",54.1448005065337,
"AUT","GGEXP","TOT","PC_GDP","A","2010",52.8397855413296,
"AUT","GGEXP","TOT","PC_GDP","A","2011",50.8969148481795,
"AUT","GGEXP","TOT","PC_GDP","A","2012",51.213027812319,
"AUT","GGEXP","TOT","PC_GDP","A","2013",51.6476665446164,
"AUT","GGEXP","TOT","PC_GDP","A","2014",52.4309201666404,
"AUT","GGEXP","TOT","PC_GDP","A","2015",51.1314560409596,
"AUT","GGEXP","TOT","PC_GDP","A","2016",50.1145187047591,
"AUT","GGEXP","TOT","PC_GDP","A","2017",49.1076552130207,
"AUT","GGEXP","TOT","PC_GDP","A","2018",48.6496477137835,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2007",17790.17,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2008",19173.75,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2009",20582.78,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2010",21363.48,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2011",22597.79,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2012",23790.44,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2013",24422.28,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2014",24718.76,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2015",24576.04,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2016",25146.9,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2017",25818.15,
"BEL","GGEXP","TOT","THND_USD_CAP","A","2018",26635.87,
"BEL","GGEXP","TOT","PC_GDP","A","1995",52.6445312370094,
"BEL","GGEXP","TOT","PC_GDP","A","1996",53.0522369288679,
"BEL","GGEXP","TOT","PC_GDP","A","1997",51.6019303752987,
"BEL","GGEXP","TOT","PC_GDP","A","1998",50.9595750735737,
"BEL","GGEXP","TOT","PC_GDP","A","1999",50.49688907818,
"BEL","GGEXP","TOT","PC_GDP","A","2000",49.3982675472469,
"BEL","GGEXP","TOT","PC_GDP","A","2001",49.3794803486032,
"BEL","GGEXP","TOT","PC_GDP","A","2002",49.9034787537982,
"BEL","GGEXP","TOT","PC_GDP","A","2003",51.0473676761254,
"BEL","GGEXP","TOT","PC_GDP","A","2004",49.3189299766828,
"BEL","GGEXP","TOT","PC_GDP","A","2005",51.8619354555706,
"BEL","GGEXP","TOT","PC_GDP","A","2006",48.7895027394922,
"BEL","GGEXP","TOT","PC_GDP","A","2007",48.5631029026634,
"BEL","GGEXP","TOT","PC_GDP","A","2008",50.7754949564043,
"BEL","GGEXP","TOT","PC_GDP","A","2009",54.6807137529988,
"BEL","GGEXP","TOT","PC_GDP","A","2010",53.8782139455268,
"BEL","GGEXP","TOT","PC_GDP","A","2011",55.3044968212703,
"BEL","GGEXP","TOT","PC_GDP","A","2012",56.4775993870132,
"BEL","GGEXP","TOT","PC_GDP","A","2013",56.1163968641824,
"BEL","GGEXP","TOT","PC_GDP","A","2014",55.5998921100646,
"BEL","GGEXP","TOT","PC_GDP","A","2015",53.7195459386506,
"BEL","GGEXP","TOT","PC_GDP","A","2016",53.1033029325089,
"BEL","GGEXP","TOT","PC_GDP","A","2017",51.909793982457,
"BEL","GGEXP","TOT","PC_GDP","A","2018",52.1151329281601,
"CAN","GGEXP","TOT","THND_USD_CAP","A","2007",15558.18,
"CAN","GGEXP","TOT","THND_USD_CAP","A","2008",15983.82,
