"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GGREV","TOT","THND_USD_CAP","A","2007",14014.28,
"AUS","GGREV","TOT","THND_USD_CAP","A","2008",13327.55,
"AUS","GGREV","TOT","THND_USD_CAP","A","2009",13653.98,
"AUS","GGREV","TOT","THND_USD_CAP","A","2010",13890.73,
"AUS","GGREV","TOT","THND_USD_CAP","A","2011",14472.63,
"AUS","GGREV","TOT","THND_USD_CAP","A","2012",14676.57,
"AUS","GGREV","TOT","THND_USD_CAP","A","2013",16123.48,
"AUS","GGREV","TOT","THND_USD_CAP","A","2014",16400.02,
"AUS","GGREV","TOT","THND_USD_CAP","A","2015",16585.48,
"AUS","GGREV","TOT","THND_USD_CAP","A","2016",17572.31,
"AUS","GGREV","TOT","THND_USD_CAP","A","2017",18377.54,
"AUS","GGREV","TOT","THND_USD_CAP","A","2018",19345.88,
"AUS","GGREV","TOT","PC_GDP","A","1970",22.7439599146698,
"AUS","GGREV","TOT","PC_GDP","A","1971",23.4623684920421,
"AUS","GGREV","TOT","PC_GDP","A","1972",23.7461555470682,
"AUS","GGREV","TOT","PC_GDP","A","1973",24.5769179718609,
"AUS","GGREV","TOT","PC_GDP","A","1974",26.3329492116136,
"AUS","GGREV","TOT","PC_GDP","A","1975",27.3578105101281,
"AUS","GGREV","TOT","PC_GDP","A","1976",27.6182942315299,
"AUS","GGREV","TOT","PC_GDP","A","1977",27.5660271256874,
"AUS","GGREV","TOT","PC_GDP","A","1978",27.1075244335382,
"AUS","GGREV","TOT","PC_GDP","A","1979",28.1239073670428,
"AUS","GGREV","TOT","PC_GDP","A","1980",28.5805366039621,
"AUS","GGREV","TOT","PC_GDP","A","1981",28.4043413395287,
"AUS","GGREV","TOT","PC_GDP","A","1982",29.1080953916588,
"AUS","GGREV","TOT","PC_GDP","A","1983",29.2073222169108,
"AUS","GGREV","TOT","PC_GDP","A","1984",30.8104795464992,
"AUS","GGREV","TOT","PC_GDP","A","1985",31.532815862281,
"AUS","GGREV","TOT","PC_GDP","A","1986",32.8765732846123,
"AUS","GGREV","TOT","PC_GDP","A","1987",32.1905585229553,
"AUS","GGREV","TOT","PC_GDP","A","1988",31.4972070383179,
"AUS","GGREV","TOT","PC_GDP","A","1989",30.1816245929851,
"AUS","GGREV","TOT","PC_GDP","A","1990",30.6054844889234,
"AUS","GGREV","TOT","PC_GDP","A","1991",29.8430546349778,
"AUS","GGREV","TOT","PC_GDP","A","1992",29.3373779291369,
"AUS","GGREV","TOT","PC_GDP","A","1993",30.8903569887302,
"AUS","GGREV","TOT","PC_GDP","A","1994",30.7640825206696,
"AUS","GGREV","TOT","PC_GDP","A","1995",31.5891425116424,
"AUS","GGREV","TOT","PC_GDP","A","1996",32.5056591949086,
"AUS","GGREV","TOT","PC_GDP","A","1997",32.4023077825597,
"AUS","GGREV","TOT","PC_GDP","A","1998",36.679400329925,
"AUS","GGREV","TOT","PC_GDP","A","1999",37.4198944580653,
"AUS","GGREV","TOT","PC_GDP","A","2000",35.355555366448,
"AUS","GGREV","TOT","PC_GDP","A","2001",35.3613442704238,
"AUS","GGREV","TOT","PC_GDP","A","2002",35.8662105473432,
"AUS","GGREV","TOT","PC_GDP","A","2003",36.0908158631607,
"AUS","GGREV","TOT","PC_GDP","A","2004",36.2080984766433,
"AUS","GGREV","TOT","PC_GDP","A","2005",36.6014672380398,
"AUS","GGREV","TOT","PC_GDP","A","2006",36.3944917738288,
"AUS","GGREV","TOT","PC_GDP","A","2007",35.3916078392067,
"AUS","GGREV","TOT","PC_GDP","A","2008",33.2400636434696,
"AUS","GGREV","TOT","PC_GDP","A","2009",32.8099747081757,
"AUS","GGREV","TOT","PC_GDP","A","2010",32.464553000024,
"AUS","GGREV","TOT","PC_GDP","A","2011",32.5818395713651,
"AUS","GGREV","TOT","PC_GDP","A","2012",33.4476767989731,
"AUS","GGREV","TOT","PC_GDP","A","2013",33.7585156362408,
"AUS","GGREV","TOT","PC_GDP","A","2014",34.4214364019227,
"AUS","GGREV","TOT","PC_GDP","A","2015",35.0608834513348,
"AUS","GGREV","TOT","PC_GDP","A","2016",34.9459948163642,
"AUS","GGREV","TOT","PC_GDP","A","2017",35.8256751789305,
"AUS","GGREV","TOT","PC_GDP","A","2018",36.0253917584116,
"AUT","GGREV","TOT","THND_USD_CAP","A","2007",18864.2,
"AUT","GGREV","TOT","THND_USD_CAP","A","2008",19988.15,
"AUT","GGREV","TOT","THND_USD_CAP","A","2009",19997.85,
"AUT","GGREV","TOT","THND_USD_CAP","A","2010",20351.2,
"AUT","GGREV","TOT","THND_USD_CAP","A","2011",21497.9,
