"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TAXCORP","TOT","PC_GDP","A","1965",3.36,
"AUS","TAXCORP","TOT","PC_GDP","A","1966",2.973,
"AUS","TAXCORP","TOT","PC_GDP","A","1967",2.949,
"AUS","TAXCORP","TOT","PC_GDP","A","1968",3.18,
"AUS","TAXCORP","TOT","PC_GDP","A","1969",3.248,
"AUS","TAXCORP","TOT","PC_GDP","A","1970",3.582,
"AUS","TAXCORP","TOT","PC_GDP","A","1971",3.451,
"AUS","TAXCORP","TOT","PC_GDP","A","1972",3.285,
"AUS","TAXCORP","TOT","PC_GDP","A","1973",3.373,
"AUS","TAXCORP","TOT","PC_GDP","A","1974",3.439,
"AUS","TAXCORP","TOT","PC_GDP","A","1975",3.145,
"AUS","TAXCORP","TOT","PC_GDP","A","1976",3.04,
"AUS","TAXCORP","TOT","PC_GDP","A","1977",3.067,
"AUS","TAXCORP","TOT","PC_GDP","A","1978",2.662,
"AUS","TAXCORP","TOT","PC_GDP","A","1979",2.633,
"AUS","TAXCORP","TOT","PC_GDP","A","1980",3.188,
"AUS","TAXCORP","TOT","PC_GDP","A","1981",2.991,
"AUS","TAXCORP","TOT","PC_GDP","A","1982",2.713,
"AUS","TAXCORP","TOT","PC_GDP","A","1983",2.333,
"AUS","TAXCORP","TOT","PC_GDP","A","1984",2.587,
"AUS","TAXCORP","TOT","PC_GDP","A","1985",2.598,
"AUS","TAXCORP","TOT","PC_GDP","A","1986",2.601,
"AUS","TAXCORP","TOT","PC_GDP","A","1987",2.951,
"AUS","TAXCORP","TOT","PC_GDP","A","1988",3.022,
"AUS","TAXCORP","TOT","PC_GDP","A","1989",3.559,
"AUS","TAXCORP","TOT","PC_GDP","A","1990",3.976,
"AUS","TAXCORP","TOT","PC_GDP","A","1991",3.842,
"AUS","TAXCORP","TOT","PC_GDP","A","1992",3.77,
"AUS","TAXCORP","TOT","PC_GDP","A","1993",3.396,
"AUS","TAXCORP","TOT","PC_GDP","A","1994",3.894,
"AUS","TAXCORP","TOT","PC_GDP","A","1995",4.172,
"AUS","TAXCORP","TOT","PC_GDP","A","1996",4.35,
"AUS","TAXCORP","TOT","PC_GDP","A","1997",4.18,
"AUS","TAXCORP","TOT","PC_GDP","A","1998",4.28,
"AUS","TAXCORP","TOT","PC_GDP","A","1999",4.648,
"AUS","TAXCORP","TOT","PC_GDP","A","2000",6.161,
"AUS","TAXCORP","TOT","PC_GDP","A","2001",4.349,
"AUS","TAXCORP","TOT","PC_GDP","A","2002",4.953,
"AUS","TAXCORP","TOT","PC_GDP","A","2003",4.967,
"AUS","TAXCORP","TOT","PC_GDP","A","2004",5.47,
"AUS","TAXCORP","TOT","PC_GDP","A","2005",5.766,
"AUS","TAXCORP","TOT","PC_GDP","A","2006",6.282,
"AUS","TAXCORP","TOT","PC_GDP","A","2007",6.672,
"AUS","TAXCORP","TOT","PC_GDP","A","2008",5.663,
"AUS","TAXCORP","TOT","PC_GDP","A","2009",4.589,
"AUS","TAXCORP","TOT","PC_GDP","A","2010",4.519,
"AUS","TAXCORP","TOT","PC_GDP","A","2011",5,
"AUS","TAXCORP","TOT","PC_GDP","A","2012",4.974,
"AUS","TAXCORP","TOT","PC_GDP","A","2013",4.761,
"AUS","TAXCORP","TOT","PC_GDP","A","2014",4.49,
"AUS","TAXCORP","TOT","PC_GDP","A","2015",4.248,
"AUS","TAXCORP","TOT","PC_GDP","A","2016",4.547,
"AUS","TAXCORP","TOT","PC_GDP","A","2017",5.278,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1965",16.282,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1966",14.975,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1967",14.43,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1968",15.613,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1969",15.686,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1970",16.976,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1971",15.792,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1972",15.343,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1973",14.993,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1974",13.958,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1975",12.396,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1976",11.898,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1977",12.066,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1978",10.853,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1979",10.468,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1980",12.165,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1981",11.336,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1982",10.102,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1983",8.937,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1984",9.338,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1985",9.361,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1986",9.116,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1987",10.303,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1988",10.681,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1989",12.705,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1990",14.146,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1991",14.406,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1992",14.424,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1993",12.765,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1994",14.157,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1995",14.751,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1996",15.041,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1997",14.583,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1998",14.542,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","1999",15.595,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2000",20.226,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2001",15.035,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2002",16.622,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2003",16.577,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2004",18.072,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2005",19.237,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2006",21.376,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2007",22.601,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2008",21.11,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2009",17.974,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2010",17.885,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2011",19.315,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2012",18.485,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2013",17.561,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2014",16.464,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2015",15.239,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2016",16.472,
"AUS","TAXCORP","TOT","PC_TOT_TAX","A","2017",18.498,
"AUT","TAXCORP","TOT","PC_GDP","A","1965",1.802,
"AUT","TAXCORP","TOT","PC_GDP","A","1966",1.647,
"AUT","TAXCORP","TOT","PC_GDP","A","1967",1.49,
"AUT","TAXCORP","TOT","PC_GDP","A","1968",1.407,
"AUT","TAXCORP","TOT","PC_GDP","A","1969",1.513,
"AUT","TAXCORP","TOT","PC_GDP","A","1970",1.476,
"AUT","TAXCORP","TOT","PC_GDP","A","1971",1.474,
"AUT","TAXCORP","TOT","PC_GDP","A","1972",1.427,
"AUT","TAXCORP","TOT","PC_GDP","A","1973",1.188,
"AUT","TAXCORP","TOT","PC_GDP","A","1974",1.423,
"AUT","TAXCORP","TOT","PC_GDP","A","1975",1.581,
"AUT","TAXCORP","TOT","PC_GDP","A","1976",1.26,
"AUT","TAXCORP","TOT","PC_GDP","A","1977",1.275,
"AUT","TAXCORP","TOT","PC_GDP","A","1978",1.283,
"AUT","TAXCORP","TOT","PC_GDP","A","1979",1.333,
"AUT","TAXCORP","TOT","PC_GDP","A","1980",1.359,
"AUT","TAXCORP","TOT","PC_GDP","A","1981",1.314,
"AUT","TAXCORP","TOT","PC_GDP","A","1982",1.129,
"AUT","TAXCORP","TOT","PC_GDP","A","1983",1.139,
"AUT","TAXCORP","TOT","PC_GDP","A","1984",1.266,
"AUT","TAXCORP","TOT","PC_GDP","A","1985",1.397,
"AUT","TAXCORP","TOT","PC_GDP","A","1986",1.374,
"AUT","TAXCORP","TOT","PC_GDP","A","1987",1.31,
"AUT","TAXCORP","TOT","PC_GDP","A","1988",1.321,
"AUT","TAXCORP","TOT","PC_GDP","A","1989",1.534,
"AUT","TAXCORP","TOT","PC_GDP","A","1990",1.403,
"AUT","TAXCORP","TOT","PC_GDP","A","1991",1.433,
"AUT","TAXCORP","TOT","PC_GDP","A","1992",1.674,
"AUT","TAXCORP","TOT","PC_GDP","A","1993",1.464,
"AUT","TAXCORP","TOT","PC_GDP","A","1994",1.272,
"AUT","TAXCORP","TOT","PC_GDP","A","1995",1.348,
