"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GGNLEND","TOT","PC_GDP","A","1970",-1.53048568735427,
"AUS","GGNLEND","TOT","PC_GDP","A","1971",-1.49716752090639,
"AUS","GGNLEND","TOT","PC_GDP","A","1972",-1.96393752387079,
"AUS","GGNLEND","TOT","PC_GDP","A","1973",-0.82791345898593,
"AUS","GGNLEND","TOT","PC_GDP","A","1974",-3.45006886084488,
"AUS","GGNLEND","TOT","PC_GDP","A","1975",-4.30112694331643,
"AUS","GGNLEND","TOT","PC_GDP","A","1976",-4.17698857130962,
"AUS","GGNLEND","TOT","PC_GDP","A","1977",-5.07629695288747,
"AUS","GGNLEND","TOT","PC_GDP","A","1978",-4.76612107566597,
"AUS","GGNLEND","TOT","PC_GDP","A","1979",-3.15570996034905,
"AUS","GGNLEND","TOT","PC_GDP","A","1980",-3.33044129826084,
"AUS","GGNLEND","TOT","PC_GDP","A","1981",-3.72920154429601,
"AUS","GGNLEND","TOT","PC_GDP","A","1982",-5.69791231622409,
"AUS","GGNLEND","TOT","PC_GDP","A","1983",-6.08450730628275,
"AUS","GGNLEND","TOT","PC_GDP","A","1984",-5.79217949372691,
"AUS","GGNLEND","TOT","PC_GDP","A","1985",-5.20250537964955,
"AUS","GGNLEND","TOT","PC_GDP","A","1986",-3.5256275638064,
"AUS","GGNLEND","TOT","PC_GDP","A","1987",-1.78702645960048,
"AUS","GGNLEND","TOT","PC_GDP","A","1988",-1.03637516291143,
"AUS","GGNLEND","TOT","PC_GDP","A","1989",-2.0896113704176,
"AUS","GGNLEND","TOT","PC_GDP","A","1990",-3.31670197211915,
"AUS","GGNLEND","TOT","PC_GDP","A","1991",-5.80153394564909,
"AUS","GGNLEND","TOT","PC_GDP","A","1992",-6.18078892171677,
"AUS","GGNLEND","TOT","PC_GDP","A","1993",-4.42183370298246,
"AUS","GGNLEND","TOT","PC_GDP","A","1994",-4.15252129640676,
"AUS","GGNLEND","TOT","PC_GDP","A","1995",-2.90504720441093,
"AUS","GGNLEND","TOT","PC_GDP","A","1996",-1.12877752385686,
"AUS","GGNLEND","TOT","PC_GDP","A","1997",0.17344077592642,
"AUS","GGNLEND","TOT","PC_GDP","A","1998",0.724351397504761,
"AUS","GGNLEND","TOT","PC_GDP","A","1999",2.00148527056275,
"AUS","GGNLEND","TOT","PC_GDP","A","2000",-1.23406886731171,
"AUS","GGNLEND","TOT","PC_GDP","A","2001",-0.757968480072337,
"AUS","GGNLEND","TOT","PC_GDP","A","2002",0.712769676388334,
"AUS","GGNLEND","TOT","PC_GDP","A","2003",0.810532391680284,
"AUS","GGNLEND","TOT","PC_GDP","A","2004",0.942353998553727,
"AUS","GGNLEND","TOT","PC_GDP","A","2005",1.66373955019419,
"AUS","GGNLEND","TOT","PC_GDP","A","2006",1.65526558702292,
"AUS","GGNLEND","TOT","PC_GDP","A","2007",0.720199301290311,
"AUS","GGNLEND","TOT","PC_GDP","A","2008",-3.74536263683941,
"AUS","GGNLEND","TOT","PC_GDP","A","2009",-5.55943655563932,
"AUS","GGNLEND","TOT","PC_GDP","A","2010",-4.46145831421508,
"AUS","GGNLEND","TOT","PC_GDP","A","2011",-4.61520095927995,
"AUS","GGNLEND","TOT","PC_GDP","A","2012",-2.88581644163569,
"AUS","GGNLEND","TOT","PC_GDP","A","2013",-2.84417558631993,
"AUS","GGNLEND","TOT","PC_GDP","A","2014",-2.31663036031616,
"AUS","GGNLEND","TOT","PC_GDP","A","2015",-2.32014663572415,
"AUS","GGNLEND","TOT","PC_GDP","A","2016",-1.8495407475617,
"AUS","GGNLEND","TOT","PC_GDP","A","2017",-0.82097217116786,
"AUS","GGNLEND","TOT","PC_GDP","A","2018",-0.490230818294145,
"AUT","GGNLEND","TOT","PC_GDP","A","1995",-6.13397127832002,
"AUT","GGNLEND","TOT","PC_GDP","A","1996",-4.50361584758439,
"AUT","GGNLEND","TOT","PC_GDP","A","1997",-2.57579119873407,
"AUT","GGNLEND","TOT","PC_GDP","A","1998",-2.69622684089122,
"AUT","GGNLEND","TOT","PC_GDP","A","1999",-2.59588665384224,
"AUT","GGNLEND","TOT","PC_GDP","A","2000",-2.40470232925518,
"AUT","GGNLEND","TOT","PC_GDP","A","2001",-0.661575545058186,
"AUT","GGNLEND","TOT","PC_GDP","A","2002",-1.38117492289023,
"AUT","GGNLEND","TOT","PC_GDP","A","2003",-1.78642545239967,
"AUT","GGNLEND","TOT","PC_GDP","A","2004",-4.80498601475414,
"AUT","GGNLEND","TOT","PC_GDP","A","2005",-2.50834960050974,
"AUT","GGNLEND","TOT","PC_GDP","A","2006",-2.53544812656201,
"AUT","GGNLEND","TOT","PC_GDP","A","2007",-1.3546226842878,
"AUT","GGNLEND","TOT","PC_GDP","A","2008",-1.49526533239112,
"AUT","GGNLEND","TOT","PC_GDP","A","2009",-5.32970620254501,
"AUT","GGNLEND","TOT","PC_GDP","A","2010",-4.4412670586594,
"AUT","GGNLEND","TOT","PC_GDP","A","2011",-2.55356599419093,
"AUT","GGNLEND","TOT","PC_GDP","A","2012",-2.1890705954037,
"AUT","GGNLEND","TOT","PC_GDP","A","2013",-1.95007752148589,
"AUT","GGNLEND","TOT","PC_GDP","A","2014",-2.72914820817187,
"AUT","GGNLEND","TOT","PC_GDP","A","2015",-1.00998860688189,
"AUT","GGNLEND","TOT","PC_GDP","A","2016",-1.53459116331167,
"AUT","GGNLEND","TOT","PC_GDP","A","2017",-0.816163891356194,
"AUT","GGNLEND","TOT","PC_GDP","A","2018",0.175390981189136,
"AUT","GGNLEND","TOT","PC_GDP","A","2019",0.672810945388758,
"BEL","GGNLEND","TOT","PC_GDP","A","1995",-4.50835696480245,
"BEL","GGNLEND","TOT","PC_GDP","A","1996",-4.00252745032249,
